Comisión Nacional del Agua
Subdirección General Técnica
Estación: La Red
Clave: REDJL
Estado: Jalisco
Municipio: Acatic

Fecha, Elevación(msnm), Almacenamiento(hm³), Area(ha), Extracciones por Obra de Toma(m³/s), Extracciones por Vertedor(m³/s), Evaporación(mm), Precipitación(mm)
2003/05/21,1783.960,2.851,84.040,0.100,0.000,-,0.00
2003/05/22,1783.940,2.837,83.790,0.100,0.000,-,0.00
2003/05/23,1783.920,2.822,83.540,0.090,0.000,-,0.00
2003/05/24,1783.900,2.808,83.300,0.120,0.000,-,0.00
2003/05/25,1783.880,2.794,83.050,0.120,0.000,-,0.00
2003/05/26,1783.860,2.779,82.810,0.120,0.000,-,0.00
2003/05/27,1783.830,2.758,82.440,0.110,0.000,-,0.00
2003/05/28,1783.820,2.750,82.310,0.120,0.000,-,0.00
2003/05/29,1783.800,2.736,82.070,0.120,0.000,-,0.00
2003/05/30,1783.780,2.722,81.820,0.120,0.000,-,0.00
2003/05/31,1783.760,2.707,81.570,0.120,0.000,-,0.00
2003/06/01,1783.740,2.693,81.330,0.120,0.000,-,0.00
2003/06/02,1783.720,2.678,81.080,0.120,0.000,-,0.00
2003/06/03,1783.700,2.664,80.830,0.120,0.000,-,11.10
2003/06/04,1783.700,2.664,80.830,0.120,0.000,-,0.01
2003/06/05,1783.700,2.664,80.830,0.120,0.000,-,0.00
2003/06/06,1783.690,2.657,80.710,0.120,0.000,-,0.00
2003/06/07,1783.670,2.642,80.460,0.160,0.000,-,0.00
2003/06/08,1783.650,2.628,80.220,0.120,0.000,-,0.00
2003/06/09,1783.630,2.614,79.970,0.110,0.000,-,0.00
2003/06/10,1783.630,2.614,79.970,0.110,0.000,-,55.30
2003/06/11,1783.780,2.722,81.820,0.070,0.000,-,7.10
2003/06/12,1783.800,2.736,82.070,0.050,0.000,-,29.20
2003/06/13,1783.870,2.786,82.930,0.050,0.000,-,0.00
2003/06/14,1783.870,2.786,82.930,0.050,0.000,-,0.00
2003/06/15,1783.870,2.786,82.930,0.050,0.000,-,4.50
2003/06/16,1783.940,2.837,83.790,0.040,0.000,-,3.80
2003/06/17,1783.940,2.837,83.790,0.050,0.000,-,0.00
2003/06/18,1783.940,2.837,83.790,0.050,0.000,-,0.00
2003/06/19,1783.940,2.837,83.790,0.050,0.000,-,0.00
2003/06/20,1783.940,2.837,83.790,0.050,0.000,-,0.00
2003/06/21,1783.930,2.830,83.670,0.050,0.000,-,0.00
2003/06/22,1783.930,2.830,83.670,0.050,0.000,-,0.00
2003/06/23,1784.170,3.036,86.620,0.050,0.000,-,21.80
2003/06/24,1784.350,3.202,88.840,0.050,0.000,-,15.20
2003/06/25,1784.590,3.423,91.800,0.050,0.000,-,27.90
2003/06/26,1784.710,3.533,93.280,0.050,0.000,-,0.00
2003/06/27,1784.780,3.598,94.140,0.050,0.000,-,0.00
2003/06/28,1784.790,3.607,94.260,0.000,0.000,-,0.00
2003/06/29,1784.810,3.625,94.510,0.000,0.000,-,13.70
2003/06/30,1784.880,3.690,95.370,0.000,0.000,-,3.50
2003/07/01,1784.910,3.717,95.740,0.000,0.000,-,4.80
2003/07/02,1784.960,3.763,96.360,0.000,0.000,-,0.00
2003/07/03,1785.000,3.800,96.850,0.000,0.000,-,0.00
2003/07/04,1785.110,3.919,97.750,0.000,0.000,-,0.00
2003/07/05,1785.240,4.059,98.810,0.000,0.000,-,0.00
2003/07/06,1785.290,4.113,99.220,0.000,0.000,-,0.00
2003/07/07,1785.370,4.200,99.870,0.000,0.000,-,17.70
2003/07/08,1785.650,4.502,102.160,0.000,0.000,-,16.20
2003/07/09,1786.250,5.150,107.060,0.000,0.000,-,23.80
2003/07/10,1786.560,5.485,109.600,0.000,0.000,-,0.00
2003/07/11,1786.980,5.938,113.030,0.000,0.000,-,2.00
2003/07/12,1787.100,6.080,114.380,0.000,0.000,-,0.00
2003/07/13,1787.160,6.152,115.100,0.000,0.000,-,0.00
2003/07/14,1787.270,6.224,116.410,0.000,0.000,-,0.00
2003/07/15,1787.310,6.332,116.880,0.000,0.000,-,0.00
2003/07/16,1787.430,6.476,118.310,0.000,0.000,-,0.00
2003/07/17,1787.570,6.644,119.980,0.000,0.000,-,13.70
2003/07/18,1787.810,6.932,122.840,0.000,0.000,-,23.30
2003/07/19,1788.050,7.222,125.700,0.000,0.000,-,0.00
2003/07/20,1788.290,7.520,128.550,0.000,0.000,-,0.00
2003/07/21,1788.390,7.644,129.740,0.000,0.000,-,5.50
2003/07/22,1788.480,7.755,130.820,0.000,0.000,-,0.00
2003/07/23,1788.480,7.755,130.820,0.000,0.000,-,0.00
2003/07/24,1788.720,8.053,133.680,0.000,0.000,-,0.00
2003/07/25,1788.840,8.202,135.100,0.000,0.000,-,17.70
2003/07/26,1789.010,8.412,137.170,0.000,0.000,-,0.00
2003/07/27,1789.180,8.621,139.840,0.000,0.000,-,0.00
2003/07/28,1789.400,8.891,143.290,0.000,0.000,-,5.30
2003/07/29,1789.760,9.333,148.940,0.000,0.000,-,4.30
2003/07/30,1790.070,9.760,153.800,0.000,0.000,-,12.10
2003/07/31,1790.430,10.442,159.450,0.000,0.000,-,22.80
2003/08/01,1790.720,10.990,164.010,0.000,0.000,-,0.00
2003/08/02,1790.910,11.350,166.990,1.680,0.000,-,0.00
2003/08/03,1791.030,11.573,168.940,0.250,0.000,-,0.00
2003/08/04,1791.090,11.678,170.030,1.400,0.000,-,0.00
2003/08/05,1791.070,11.643,169.670,3.430,0.000,-,0.00
2003/08/06,1791.110,11.714,170.390,4.260,0.000,-,2.20
2003/08/07,1791.360,12.154,174.910,4.280,0.000,-,23.30
2003/08/08,1791.430,12.277,176.180,6.190,0.000,-,0.00
2003/08/09,1791.300,12.048,173.830,7.930,0.000,-,0.00
2003/08/10,1791.040,11.590,169.120,7.860,0.000,-,0.00
2003/08/11,1790.870,11.274,166.360,7.780,0.000,-,0.00
2003/08/12,1790.610,10.782,162.280,7.700,0.000,-,0.00
2003/08/13,1790.380,10.347,158.670,7.610,0.000,-,27.10
2003/08/14,1790.380,10.347,158.670,7.540,0.000,-,26.60
2003/08/15,1790.290,10.177,157.260,7.530,0.000,-,0.00
2003/08/16,1790.000,9.628,152.710,7.480,0.000,-,0.00
2003/08/17,1789.840,9.432,150.190,7.000,0.000,-,0.00
2003/08/18,1789.750,9.321,148.780,3.100,0.000,-,7.60
2003/08/19,1789.760,9.333,148.940,3.980,0.000,-,8.10
2003/08/20,1789.780,9.358,149.250,2.390,0.000,-,2.70
2003/08/21,1789.800,9.382,149.570,2.400,0.000,-,0.00
2003/08/22,1789.820,9.407,149.880,2.410,0.000,-,16.20
2003/08/23,1789.820,9.407,149.880,2.400,0.000,-,0.00
2003/08/24,1789.840,9.432,150.190,2.410,0.000,-,0.00
2003/08/25,1789.900,9.505,151.140,2.400,0.000,-,12.10
2003/08/26,1790.110,9.836,154.430,1.510,0.000,-,2.50
2003/08/27,1790.520,10.612,160.870,0.820,0.000,-,0.00
2003/08/28,1790.690,10.934,163.530,0.830,0.000,-,31.70
2003/08/29,1791.000,11.520,168.400,0.540,0.000,-,0.00
2003/08/30,1791.380,12.189,175.270,0.160,0.000,-,0.00
2003/08/31,1791.500,12.400,177.450,0.000,0.000,-,0.00
2003/09/01,1791.620,12.611,179.620,0.000,0.000,-,0.00
2003/09/02,1791.790,12.910,182.690,0.000,0.000,-,0.00
2003/09/03,1791.980,13.245,186.130,0.000,0.000,-,0.00
2003/09/04,1792.110,13.493,188.290,0.000,0.000,-,0.00
2003/09/05,1792.240,13.746,190.410,0.000,0.000,-,40.60
2003/09/06,1792.750,14.705,198.750,0.000,0.000,-,0.00
2003/09/07,1793.080,15.333,204.140,0.000,0.000,-,0.00
2003/09/08,1793.350,15.916,208.560,0.000,0.000,-,0.00
2003/09/09,1793.100,15.373,204.470,0.000,0.000,-,0.00
2003/09/10,1793.130,15.441,204.960,0.000,0.000,-,11.60
2003/09/11,1792.950,15.069,202.020,0.000,0.000,-,10.10
2003/09/12,1792.950,15.069,202.020,0.000,0.000,-,30.40
2003/09/13,1793.070,15.311,203.980,0.000,0.000,-,0.00
2003/09/14,1792.930,15.033,201.690,0.000,0.000,-,0.00
2003/09/15,1792.870,14.983,200.710,0.000,0.000,-,0.00
2003/09/16,1792.810,14.814,199.730,0.000,0.000,-,0.00
2003/09/17,1792.780,14.760,199.240,0.000,0.000,-,9.00
2003/09/18,1792.810,14.814,199.730,0.000,0.000,-,11.60
2003/09/19,1792.760,14.723,198.910,0.000,0.000,-,39.30
2003/09/20,1792.800,14.796,199.570,0.000,0.000,-,0.00
2003/09/21,1792.860,14.905,200.550,0.000,0.000,-,0.00
2003/09/22,1792.840,14.869,200.220,0.000,0.000,-,0.00
2003/09/23,1792.770,14.741,199.080,0.000,0.000,-,0.00
2003/09/24,1792.770,14.741,199.080,0.000,0.000,-,0.00
2003/09/25,1792.890,14.959,201.040,0.000,0.000,12.70,0.00
2003/09/26,1792.860,14.905,200.550,0.000,0.000,-,31.60
2003/09/27,1792.920,15.014,201.530,0.000,0.000,-,0.00
2003/09/28,1792.690,14.596,197.770,0.000,8.280,-,0.00
2003/09/29,1792.660,14.541,197.280,4.580,0.000,-,0.00
2003/09/30,1792.650,14.522,197.110,4.210,5.810,-,0.00
2003/10/01,1792.650,14.522,197.110,0.910,0.000,-,0.00
2003/10/02,1792.650,14.522,197.110,0.910,0.000,-,0.00
2003/10/03,1792.650,14.522,197.110,0.910,0.000,-,0.00
2003/10/04,1792.650,14.572,197.110,0.860,0.000,-,0.00
2003/10/05,1792.650,14.522,197.110,0.910,0.000,-,0.00
2003/10/06,1792.630,14.487,196.790,0.980,0.000,-,0.00
2003/10/07,1792.640,14.505,196.950,0.880,0.000,-,0.00
2003/10/08,1792.650,14.523,197.110,0.460,0.000,-,11.40
2003/10/09,1792.650,14.523,197.110,0.460,0.000,-,0.00
2003/10/10,1792.630,14.487,196.790,0.460,0.000,-,0.00
2003/10/11,1792.620,14.468,196.620,0.460,0.000,-,0.00
2003/10/12,1792.610,14.450,196.460,0.460,0.000,-,0.00
2003/10/13,1792.600,14.432,196.300,0.460,0.000,-,18.20
2003/10/14,1792.600,14.432,196.300,0.460,0.000,-,0.00
2003/10/15,1792.600,14.432,196.300,0.460,0.000,-,3.80
2003/10/16,1792.600,14.432,196.300,0.460,0.000,-,0.00
2003/10/17,1792.620,14.468,196.620,0.460,0.000,-,0.00
2003/10/18,1792.640,14.505,196.950,0.460,0.000,-,0.00
2003/10/19,1792.640,14.505,196.950,0.460,0.000,-,0.00
2003/10/20,1792.630,14.487,196.790,0.460,0.000,-,0.00
2003/10/21,1792.610,14.450,196.460,0.460,0.000,-,0.00
2003/10/22,1792.590,14.414,196.130,0.460,0.000,-,0.00
2003/10/23,1792.580,14.396,195.970,0.420,0.000,-,0.00
2003/10/24,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/10/25,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/10/26,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/10/27,1792.580,14.396,195.970,0.000,0.000,-,0.00
2003/10/28,1792.580,14.396,195.970,0.000,0.000,-,0.00
2003/10/29,1792.580,14.396,195.970,0.000,0.000,-,0.00
2003/10/30,1792.580,14.396,195.970,0.000,0.000,-,0.00
2003/10/31,1792.580,14.396,195.970,0.000,0.000,-,0.00
2003/11/01,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/11/02,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/11/03,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/11/04,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/11/05,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/11/06,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/11/07,1792.570,14.377,195.810,0.000,0.000,-,0.00
2003/11/08,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/09,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/10,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/11,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/12,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/13,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/14,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/15,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/16,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/17,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/18,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/19,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/20,1792.560,14.359,195.640,0.000,0.000,-,0.00
2003/11/21,1792.550,14.341,195.480,0.000,0.000,-,0.00
2003/11/22,1792.550,14.341,195.480,0.000,0.000,-,0.00
2003/11/23,1792.550,14.341,195.480,0.000,0.000,-,0.00
2003/11/24,1792.550,14.341,195.480,0.000,0.000,-,0.00
2003/11/25,1792.550,14.341,195.480,0.000,0.000,-,0.00
2003/11/26,1792.550,14.341,195.480,0.000,0.000,-,0.00
2003/11/27,1792.550,14.341,195.480,0.180,0.000,-,0.00
2003/11/28,1792.550,14.341,195.480,0.180,0.000,-,0.00
2003/11/29,1792.540,14.323,195.320,0.180,0.000,-,0.00
2003/11/30,1792.540,14.323,195.320,0.140,0.000,-,0.00
2003/12/01,1792.530,14.305,195.150,0.140,0.000,-,0.00
2003/12/02,1792.520,14.286,194.990,0.130,0.000,-,0.00
2003/12/03,1792.480,14.211,194.340,0.000,0.000,-,0.00
2003/12/04,1792.470,14.192,194.170,0.620,0.000,-,0.00
2003/12/05,1792.470,14.192,194.170,0.000,0.000,-,0.00
2003/12/06,1792.470,14.192,194.170,0.000,0.000,-,0.00
2003/12/07,1792.470,14.192,194.170,0.000,0.000,-,0.00
2003/12/08,1792.470,14.192,194.170,0.000,0.000,-,0.00
2003/12/09,1792.470,14.192,194.170,0.000,0.000,-,0.00
2003/12/10,1792.470,14.192,194.170,0.000,0.000,-,0.00
2003/12/11,1792.460,14.172,194.010,0.020,0.000,-,0.00
2003/12/12,1792.460,14.172,194.010,0.020,0.000,-,0.00
2003/12/13,1792.450,14.153,193.850,0.040,0.000,-,0.00
2003/12/14,1792.430,14.114,193.520,0.090,0.000,-,0.00
2003/12/15,1792.420,14.095,193.350,0.090,0.000,-,0.00
2003/12/16,1792.410,14.075,193.190,0.090,0.000,-,0.00
2003/12/17,1792.400,14.056,193.030,0.090,0.000,-,0.00
2003/12/18,1792.390,14.037,192.860,0.090,0.000,-,0.00
2003/12/19,1792.380,14.017,192.700,0.090,0.000,-,0.00
2003/12/20,1792.370,13.998,192.540,0.090,0.000,-,0.00
2003/12/21,1792.360,13.978,192.370,0.090,0.000,-,0.00
2003/12/22,1792.350,13.959,192.210,0.090,0.000,-,0.00
2003/12/23,1792.340,13.940,192.050,0.090,0.000,-,0.00
2003/12/24,1792.330,13.920,191.880,0.090,0.000,-,0.00
2003/12/25,1792.320,13.901,191.720,0.090,0.000,-,0.00
2003/12/26,1792.310,13.881,191.560,0.090,0.000,-,0.00
2003/12/27,1792.300,13.862,191.390,0.090,0.000,-,0.00
2003/12/28,1792.290,13.843,191.230,0.090,0.000,-,0.00
2003/12/29,1792.280,13.823,191.070,0.090,0.000,-,0.00
2003/12/30,1792.270,13.804,190.900,0.090,0.000,-,0.00
2003/12/31,1792.260,13.784,190.740,0.090,0.000,-,0.00
2004/01/01,1792.250,13.765,190.580,0.090,0.000,-,0.00
2004/01/02,1792.240,13.746,190.410,0.090,0.000,-,0.00
2004/01/03,1792.230,13.726,190.250,0.090,0.000,-,0.00
2004/01/04,1792.220,13.707,190.090,0.090,0.000,-,0.00
2004/01/05,1792.210,13.687,189.920,0.090,0.000,-,0.00
2004/01/06,1792.200,13.668,189.760,0.090,0.000,-,0.00
2004/01/07,1792.200,13.668,189.760,0.090,0.000,-,0.00
2004/01/08,1792.190,13.649,189.600,0.090,0.000,-,0.00
2004/01/09,1792.180,13.629,189.430,0.090,0.000,-,0.00
2004/01/10,1792.180,13.629,189.430,0.090,0.000,-,0.00
2004/01/11,1792.170,13.610,189.270,0.090,0.000,-,0.00
2004/01/12,1792.170,13.610,189.270,0.090,0.000,-,2.50
2004/01/13,1792.160,13.590,189.110,0.090,0.000,-,0.00
2004/01/14,1792.150,13.571,188.940,0.090,0.000,-,0.00
2004/01/15,1792.150,13.571,188.940,0.090,0.000,-,0.00
2004/01/16,1792.150,13.571,188.940,0.090,0.000,-,9.10
2004/01/17,1792.150,13.571,188.940,0.090,0.000,-,0.00
2004/01/18,1792.150,13.571,188.940,0.090,0.000,-,0.00
2004/01/19,1792.150,13.571,188.940,0.090,0.000,-,0.00
2004/01/20,1792.140,13.552,188.780,0.040,0.000,-,0.00
2004/01/21,1792.140,13.552,188.780,0.090,0.000,-,0.00
2004/01/22,1792.140,13.552,188.780,0.090,0.000,-,0.00
2004/01/23,1792.110,13.492,188.290,0.090,0.000,-,0.00
2004/01/24,1792.050,13.377,187.310,1.790,0.000,-,0.00
2004/01/25,1791.900,13.104,184.680,1.780,0.000,-,0.00
2004/01/26,1791.840,12.998,183.600,1.770,0.000,-,0.00
2004/01/27,1791.780,12.875,182.510,1.770,0.000,-,0.00
2004/01/28,1791.720,12.787,181.420,1.760,0.000,-,0.00
2004/01/29,1791.660,12.682,180.340,1.760,0.000,-,0.00
2004/01/30,1791.540,12.470,178.170,1.750,0.000,3.80,0.00
2004/01/31,1791.420,12.259,176.000,1.740,0.000,-,0.00
2004/02/01,1791.270,11.995,173.280,1.750,0.000,-,0.00
2004/02/02,1791.110,11.714,170.390,1.720,0.000,-,0.00
2004/02/03,1791.050,11.608,169.300,1.710,0.000,-,0.00
2004/02/04,1790.990,11.501,168.240,1.700,0.000,-,0.00
2004/02/05,1790.950,11.425,167.620,1.700,0.000,-,0.00
2004/02/06,1790.870,11.274,166.360,1.690,0.000,-,0.00
2004/02/07,1790.810,11.161,165.420,1.690,0.000,-,0.00
2004/02/08,1790.750,11.047,164.480,1.690,0.000,-,0.00
2004/02/09,1790.690,10.934,163.530,1.670,0.000,-,0.00
2004/02/10,1790.620,10.801,162.440,1.670,0.000,-,0.00
2004/02/11,1790.380,10.347,158.670,2.450,0.000,-,0.00
2004/02/12,1790.260,10.120,156.790,2.430,0.000,-,0.00
2004/02/13,1790.140,9.893,154.900,2.400,0.000,-,0.00
2004/02/14,1790.070,9.760,153.800,2.340,0.000,-,0.00
2004/02/15,1789.920,9.530,151.450,2.320,0.000,-,0.00
2004/02/16,1789.800,9.382,149.570,2.370,0.000,-,0.00
2004/02/17,1789.660,9.211,147.370,2.360,0.000,-,0.00
2004/02/18,1789.430,8.928,143.760,3.700,0.000,-,0.00
2004/02/19,1789.190,8.633,139.990,3.930,0.000,-,0.00
2004/02/20,1788.840,8.202,135.100,5.020,0.000,-,0.00
2004/02/21,1788.480,7.755,130.820,5.320,0.000,-,0.00
2004/02/22,1788.120,7.309,126.530,5.290,0.000,-,0.00
2004/02/23,1787.760,6.872,122.240,4.790,0.000,-,0.00
2004/02/24,1787.420,6.464,118.190,4.680,0.000,-,0.00
2004/02/25,1787.130,6.116,114.740,4.570,0.000,-,0.00
2004/02/26,1786.770,5.712,111.310,4.470,0.000,-,0.00
2004/02/27,1786.410,5.323,108.370,4.080,0.000,-,0.00
2004/02/28,1786.050,4.934,105.430,4.210,0.000,-,0.00
2004/02/29,1785.690,4.545,102.490,4.080,0.000,-,0.00
2004/03/01,1785.540,4.383,101.260,2.990,0.000,-,0.00
2004/03/02,1785.540,4.383,101.260,0.060,0.000,-,0.00
2004/03/03,1785.530,4.372,101.180,0.060,0.000,-,0.00
2004/03/04,1785.530,4.372,101.180,0.060,0.000,-,0.00
2004/03/05,1785.520,4.362,101.100,0.060,0.000,-,0.00
2004/03/06,1785.510,4.351,101.020,0.030,0.000,-,0.00
2004/03/07,1785.520,4.362,101.100,0.000,0.000,-,0.00
2004/03/08,1785.520,4.362,101.100,0.000,0.000,-,0.00
2004/03/09,1785.520,4.362,101.100,0.000,0.000,-,0.00
2004/03/10,1785.520,4.362,101.100,0.000,0.000,-,0.00
2004/03/11,1785.520,4.362,101.100,0.000,0.000,-,0.00
2004/03/12,1785.520,4.362,101.100,0.000,0.000,-,0.00
2004/03/13,1785.510,4.351,101.020,0.040,0.000,-,0.00
2004/03/14,1785.500,4.340,100.940,0.060,0.000,-,0.00
2004/03/15,1785.500,4.340,100.940,0.060,0.000,-,0.00
2004/03/16,1785.490,4.329,100.850,0.070,0.000,-,0.00
2004/03/17,1785.480,4.318,100.770,0.170,0.000,-,0.00
2004/03/18,1785.390,4.221,100.040,0.290,0.000,-,0.00
2004/03/19,1785.390,4.221,100.040,0.040,0.000,-,0.00
2004/03/20,1785.380,4.210,99.950,0.120,0.000,-,0.00
2004/03/21,1785.380,4.210,99.950,0.120,0.000,-,0.00
2004/03/22,1785.370,4.200,99.870,0.120,0.000,-,0.00
2004/03/23,1785.370,4.200,99.870,0.120,0.000,-,0.00
2004/03/24,1785.360,4.189,99.790,0.120,0.000,-,0.00
2004/03/25,1785.350,4.178,99.710,0.120,0.000,-,0.00
2004/03/26,1785.340,4.167,99.630,0.120,0.000,-,0.00
2004/03/27,1785.330,4.156,99.550,0.120,0.000,-,0.00
2004/03/28,1785.330,4.156,99.550,0.120,0.000,-,0.00
2004/03/29,1785.310,4.135,99.380,0.110,0.000,-,0.00
2004/03/30,1785.300,4.124,99.300,0.110,0.000,-,0.00
2004/03/31,1785.300,4.124,99.300,0.110,0.000,-,4.80
2004/04/01,1785.280,4.102,99.140,0.110,0.000,-,0.00
2004/04/02,1785.270,4.092,99.060,0.110,0.000,-,0.00
2004/04/03,1785.260,4.081,98.970,0.110,0.000,-,0.00
2004/04/04,1785.250,4.070,98.890,0.110,0.000,-,0.00
2004/04/05,1785.240,4.059,98.810,0.110,0.000,-,0.00
2004/04/06,1785.230,4.048,98.730,0.110,0.000,-,0.00
2004/04/07,1785.220,4.038,98.650,0.110,0.000,-,0.00
2004/04/08,1785.210,4.027,98.570,0.110,0.000,-,0.00
2004/04/09,1785.200,4.016,98.480,0.110,0.000,-,0.00
2004/04/10,1785.190,4.005,98.400,0.110,0.000,-,0.00
2004/04/11,1785.180,3.994,98.320,0.110,0.000,-,0.00
2004/04/12,1785.160,3.973,98.160,0.110,0.000,-,0.00
2004/04/13,1785.150,3.962,98.080,0.110,0.000,-,0.00
2004/04/14,1785.140,3.951,97.990,0.110,0.000,-,0.00
2004/04/15,1785.130,3.940,97.910,0.070,0.000,-,0.00
2004/04/16,1785.120,3.930,97.830,0.070,0.000,-,0.00
2004/04/17,1785.110,3.919,97.750,0.080,0.000,-,0.00
2004/04/18,1785.100,3.908,97.670,0.110,0.000,-,0.00
2004/04/19,1785.090,3.897,97.590,0.110,0.000,-,0.00
2004/04/20,1785.080,3.886,97.500,0.110,0.000,-,0.00
2004/04/21,1785.060,3.865,97.340,0.110,0.000,-,0.00
2004/04/22,1785.040,3.843,97.180,0.110,0.000,-,0.00
2004/04/23,1785.030,3.832,97.100,0.110,0.000,-,0.00
2004/04/24,1785.020,3.822,97.010,0.080,0.000,-,0.00
2004/04/25,1785.010,3.811,96.930,0.090,0.000,-,0.00
2004/04/26,1784.990,3.791,96.730,0.080,0.000,-,0.00
2004/04/27,1784.970,3.772,96.480,0.080,0.000,-,0.00
2004/04/28,1784.950,3.754,96.230,0.080,0.000,-,0.00
2004/04/29,1784.930,3.736,95.990,0.080,0.000,-,0.00
2004/04/30,1784.910,3.717,95.740,0.080,0.000,-,0.00
2004/05/01,1784.890,3.699,95.490,0.110,0.000,-,0.00
2004/05/02,1784.870,3.680,95.250,0.110,0.000,-,0.00
2004/05/03,1784.850,3.662,95.000,0.110,0.000,-,0.00
2004/05/04,1784.830,3.644,94.760,0.110,0.000,-,0.00
2004/05/05,1784.810,3.625,94.510,0.110,0.000,-,0.00
2004/05/06,1784.790,3.607,94.260,0.100,0.000,-,0.00
2004/05/07,1784.780,3.598,94.140,0.110,0.000,-,0.00
2004/05/08,1784.760,3.579,93.890,0.110,0.000,-,0.00
2004/05/09,1784.740,3.561,93.650,0.110,0.000,-,0.00
2004/05/10,1784.730,3.552,93.520,0.110,0.000,-,0.00
2004/05/11,1784.710,3.533,93.280,0.110,0.000,-,0.00
2004/05/12,1784.690,3.515,93.030,0.110,0.000,-,0.00
2004/05/13,1784.670,3.496,92.780,0.110,0.000,-,0.00
2004/05/14,1784.650,3.478,92.540,0.100,0.000,-,0.00
2004/05/15,1784.630,3.460,92.290,0.110,0.000,-,0.00
2004/05/16,1784.610,3.441,92.050,0.110,0.000,-,0.00
2004/05/17,1784.600,3.432,91.920,0.110,0.000,-,0.00
2004/05/18,1784.590,3.423,91.800,0.110,0.000,-,0.00
2004/05/19,1784.570,3.404,91.550,0.110,0.000,-,0.00
2004/05/20,1784.550,3.386,91.310,0.110,0.000,-,0.00
2004/05/21,1784.540,3.377,91.180,0.110,0.000,-,0.00
2004/05/22,1784.520,3.358,90.940,0.100,0.000,-,0.00
2004/05/23,1784.500,3.340,90.690,0.100,0.000,-,0.00
2004/05/24,1784.480,3.322,90.440,0.100,0.000,-,0.00
2004/05/25,1784.470,3.312,90.320,0.100,0.000,-,0.00
2004/05/26,1784.460,3.303,90.200,0.100,0.000,-,0.00
2004/05/27,1784.450,3.294,90.070,0.100,0.000,-,0.00
2004/05/28,1784.440,3.285,89.950,0.100,0.000,-,0.00
2004/05/29,1784.430,3.276,89.830,0.090,0.000,-,0.00
2004/05/30,1784.420,3.266,89.700,0.080,0.000,-,0.00
2004/05/31,1784.410,3.257,89.580,0.070,0.000,-,0.00
2004/06/01,1784.410,3.257,89.580,0.080,0.000,-,22.30
2004/06/02,1784.410,3.257,89.580,0.080,0.000,-,4.80
2004/06/03,1784.410,3.257,89.580,0.080,0.000,-,0.00
2004/06/04,1784.430,3.276,89.830,0.080,0.000,-,43.10
2004/06/05,1784.450,3.294,90.070,0.080,0.000,-,0.00
2004/06/06,1784.450,3.294,90.070,0.080,0.000,-,0.00
2004/06/07,1784.510,3.345,90.810,0.080,0.000,-,0.00
2004/06/08,1784.630,3.460,92.290,0.080,0.000,-,0.00
2004/06/09,1784.700,3.524,93.150,0.080,0.000,-,0.00
2004/06/10,1784.710,3.533,93.280,0.050,0.000,-,0.00
2004/06/11,1784.710,3.533,93.280,0.000,0.000,-,0.01
2004/06/12,1784.720,3.542,93.400,0.000,0.000,-,0.00
2004/06/13,1784.740,3.561,93.650,0.000,0.000,-,0.00
2004/06/14,1784.750,3.570,93.770,0.000,0.000,-,7.60
2004/06/15,1784.770,3.588,94.020,0.000,0.000,-,0.00
2004/06/16,1784.790,3.607,94.260,0.000,0.000,-,6.00
2004/06/17,1784.800,3.616,94.390,0.000,0.000,-,15.70
2004/06/18,1784.800,3.616,94.390,0.000,0.000,-,0.00
2004/06/19,1784.820,3.634,94.630,0.000,0.000,-,0.00
2004/06/20,1784.840,3.653,94.880,0.000,0.000,-,0.00
2004/06/21,1784.870,3.680,95.250,0.000,0.000,-,11.40
2004/06/22,1784.900,3.708,95.620,0.000,0.000,-,6.00
2004/06/23,1784.920,3.726,95.860,0.000,0.000,-,0.01
2004/06/24,1784.950,3.754,96.230,0.000,0.000,-,14.70
2004/06/25,1784.990,3.791,96.730,0.000,0.000,-,1.00
2004/06/26,1785.010,3.811,96.930,0.000,0.000,-,0.00
2004/06/27,1785.060,3.865,97.340,0.000,0.000,-,0.00
2004/06/28,1785.120,3.930,97.830,0.000,0.000,-,5.00
2004/06/29,1785.160,3.973,98.160,0.000,0.000,-,2.79
2004/06/30,1785.280,4.102,99.140,0.000,0.000,-,4.00
